_ConceptURI;_ConceptType;_ConceptPT;_ConceptPT (@REF_LN);_Definition
http://ec.europa.eu/esco/skill/18115;SG;Attitudes and values at work;Attitudes and values at work [@en];
http://ec.europa.eu/esco/skill/17270;SK;Audiology;Audiology [@en];
http://ec.europa.eu/esco/skill/14822;SK;Audiology (medico-technical engineering);Audiology (medico-technical engineering) [@en];
http://ec.europa.eu/esco/skill/22159;SK;Audiology (teaching);Audiology (teaching) [@en];
http://ec.europa.eu/esco/skill/18440;SK;Audiometry;Audiometry [@en];
http://ec.europa.eu/esco/skill/15661;SK;Audiometry and hearing impairment;Audiometry and hearing impairment [@en];
http://ec.europa.eu/esco/skill/21726;SK;Audiovisual engineering;Audiovisual engineering [@en];
http://ec.europa.eu/esco/skill/14256;SK;Audio-visual tools;Audio-visual tools [@en];
http://ec.europa.eu/esco/skill/18745;SK;Auditing;Auditing [@en];
http://ec.europa.eu/esco/skill/23398;SK;Autism (special teaching methods);Autism (special teaching methods) [@en];
http://ec.europa.eu/esco/skill/15903;SK;Autism care;Autism care [@en];
http://ec.europa.eu/esco/skill/15828;SK;AutoCAD;AutoCAD [@en];
http://ec.europa.eu/esco/skill/16532;SK;AutoCAD Architecture;AutoCAD Architecture [@en];
http://ec.europa.eu/esco/skill/21677;SK;AutoCAD Civil 3D;AutoCAD Civil 3D [@en];
http://ec.europa.eu/esco/skill/14243;SK;AutoCAD ecscad;AutoCAD ecscad [@en];
http://ec.europa.eu/esco/skill/22297;SK;AutoCAD LT;AutoCAD LT [@en];
http://ec.europa.eu/esco/skill/14731;SK;AutoCAD Map 3D;AutoCAD Map 3D [@en];
http://ec.europa.eu/esco/skill/22346;SK;AutoCAD Mechanical;AutoCAD Mechanical [@en];
http://ec.europa.eu/esco/skill/16211;SK;AutoCAD MEP;AutoCAD MEP [@en];
http://ec.europa.eu/esco/skill/17513;SK;Autodesk 3ds Max;Autodesk 3ds Max [@en];
http://ec.europa.eu/esco/skill/18069;SK;Autodesk Maya;Autodesk Maya [@en];
http://ec.europa.eu/esco/skill/17088;SK;Autodesk Mechanical Desktop;Autodesk Mechanical Desktop [@en];
http://ec.europa.eu/esco/skill/22251;SK;Autodesk Softimage;Autodesk Softimage [@en];
http://ec.europa.eu/esco/skill/21852;SK;Automatic control engineering (sales);Automatic control engineering (sales) [@en];
http://ec.europa.eu/esco/skill/16197;SK;Automatic control technology (teaching);Automatic control technology (teaching) [@en];
http://ec.europa.eu/esco/skill/16857;SK;Automatic door lock technology;Automatic door lock technology [@en];
http://ec.europa.eu/esco/skill/20899;SK;Automatic pressing;Automatic pressing [@en];
http://ec.europa.eu/esco/skill/21829;SK;Automatic Radar Plotting Aid (ARPA);Automatic Radar Plotting Aid (ARPA) [@en];
http://ec.europa.eu/esco/skill/14253;SK;Automatic turning;Automatic turning [@en];
http://ec.europa.eu/esco/skill/21145;SK;Automatic welding;Automatic welding [@en];
http://ec.europa.eu/esco/skill/15806;SK;Automation technology;Automation technology [@en];
http://ec.europa.eu/esco/skill/18542;SK;Automobile inspection (providing training);Automobile inspection (providing training) [@en];
http://ec.europa.eu/esco/skill/19059;SK;Automotive electronics;Automotive electronics [@en];
http://ec.europa.eu/esco/skill/23043;SK;Automotive engineering;Automotive engineering [@en];
http://ec.europa.eu/esco/skill/21407;SK;AVID Media Composer;AVID Media Composer [@en];
http://ec.europa.eu/esco/skill/21345;SK;Awning sewing;Awning sewing [@en];
http://ec.europa.eu/esco/skill/21493;SK;Awnings fitting;Awnings fitting [@en];
http://ec.europa.eu/esco/skill/15308;SK;Baby massage (providing training);Baby massage (providing training) [@en];
http://ec.europa.eu/esco/skill/16802;SK;Baby swimming (instructing);Baby swimming (instructing) [@en];
http://ec.europa.eu/esco/skill/23459;SK;Backoffice;Backoffice [@en];
http://ec.europa.eu/esco/skill/22337;SK;Back surgery;Back surgery [@en];
http://ec.europa.eu/esco/skill/19946;SK;Bacteriology;Bacteriology [@en];
http://ec.europa.eu/esco/skill/16872;SK;Badminton (training/coaching);Badminton (training/coaching) [@en];
http://ec.europa.eu/esco/skill/18724;SK;Bag design;Bag design [@en];
http://ec.europa.eu/esco/skill/18394;SK;Baggage handling;Baggage handling [@en];
http://ec.europa.eu/esco/skill/14450;SK;Bagpipes playing;Bagpipes playing [@en];
http://ec.europa.eu/esco/skill/23814;SK;Bake-off baking;Bake-off baking [@en];
http://ec.europa.eu/esco/skill/14762;SK;Bakery and confectionery products;Bakery and confectionery products [@en];
http://ec.europa.eu/esco/skill/15276;SK;Baking;Baking [@en];
http://ec.europa.eu/esco/skill/20926;SK;Baking (providing training);Baking (providing training) [@en];
http://ec.europa.eu/esco/skill/23628;SK;Balalaika playing;Balalaika playing [@en];
http://ec.europa.eu/esco/skill/23606;SK;Balancing (tyres);Balancing (tyres) [@en];
http://ec.europa.eu/esco/skill/23598;SK;Balcony glazing;Balcony glazing [@en];
http://ec.europa.eu/esco/skill/16689;SK;Balcony renovation;Balcony renovation [@en];
http://ec.europa.eu/esco/skill/22809;SK;Ballads (instrumental performance);Ballads (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/23367;SK;Ballads (vocal performance);Ballads (vocal performance) [@en];
http://ec.europa.eu/esco/skill/15753;SK;Balloon flying;Balloon flying [@en];
http://ec.europa.eu/esco/skill/18602;SK;Ballroom dancing (teaching);Ballroom dancing (teaching) [@en];
http://ec.europa.eu/esco/skill/17944;SK;Bandoneon playing;Bandoneon playing [@en];
http://ec.europa.eu/esco/skill/23767;SK;Band sawing;Band sawing [@en];
http://ec.europa.eu/esco/skill/16817;SK;Bandy (training/coaching);Bandy (training/coaching) [@en];
http://ec.europa.eu/esco/skill/17222;SK;Banjo (teaching);Banjo (teaching) [@en];
http://ec.europa.eu/esco/skill/23748;SK;Banjo playing;Banjo playing [@en];
http://ec.europa.eu/esco/skill/23752;SK;Banking law;Banking law [@en];
http://ec.europa.eu/esco/skill/15270;SK;Banking services;Banking services [@en];
http://ec.europa.eu/esco/skill/19831;SK;Bankruptcy law;Bankruptcy law [@en];
http://ec.europa.eu/esco/skill/22264;SK;Barbershop services;Barbershop services [@en];
http://ec.europa.eu/esco/skill/22986;SK;Baritone saxophone playing;Baritone saxophone playing [@en];
http://ec.europa.eu/esco/skill/22339;SK;Baritone voice;Baritone voice [@en];
http://ec.europa.eu/esco/skill/19007;SK;Baroque style (instrumental performance);Baroque style (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/22079;SK;Baroque style (vocal performance);Baroque style (vocal performance) [@en];
http://ec.europa.eu/esco/skill/17427;SK;Barrel making;Barrel making [@en];
http://ec.europa.eu/esco/skill/16617;SK;Barrel replacement;Barrel replacement [@en];
http://ec.europa.eu/esco/skill/17932;SK;Bartending;Bartending [@en];
http://ec.europa.eu/esco/skill/20418;SK;Baseball/softball (training/coaching);Baseball/softball (training/coaching) [@en];
http://ec.europa.eu/esco/skill/22116;SK;Base Maintenance;Base Maintenance [@en];
http://ec.europa.eu/esco/skill/19663;SK;BASIC (programming language);BASIC (programming language) [@en];
http://ec.europa.eu/esco/skill/14629;SK;Basic adult education guidance;Basic adult education guidance [@en];
http://ec.europa.eu/esco/skill/15582;SK;Basic baking;Basic baking [@en];
http://ec.europa.eu/esco/skill/19957;SK;Basic cleaning;Basic cleaning [@en];
http://ec.europa.eu/esco/skill/23128;SK;Basic computer proficiency (teaching);Basic computer proficiency (teaching) [@en];
http://ec.europa.eu/esco/skill/17999;SK;Basic cooking;Basic cooking [@en];
http://ec.europa.eu/esco/skill/17232;SK;Basic oxygen steelmaking;Basic oxygen steelmaking [@en];
http://ec.europa.eu/esco/skill/22218;SK;Basic sewing;Basic sewing [@en];
http://ec.europa.eu/esco/skill/21137;SK;Basic vehicle servicing;Basic vehicle servicing [@en];
http://ec.europa.eu/esco/skill/14303;SK;Basketball (training/coaching);Basketball (training/coaching) [@en];
http://ec.europa.eu/esco/skill/21081;SK;Basket-making;Basket-making [@en];
http://ec.europa.eu/esco/skill/18901;SK;Bass clarinet playing;Bass clarinet playing [@en];
http://ec.europa.eu/esco/skill/15711;SK;Bassoon (teaching);Bassoon (teaching) [@en];
http://ec.europa.eu/esco/skill/23860;SK;Bassoon playing;Bassoon playing [@en];
http://ec.europa.eu/esco/skill/15741;SK;Bass trombone (teaching);Bass trombone (teaching) [@en];
http://ec.europa.eu/esco/skill/17236;SK;Bass tuba (teaching);Bass tuba (teaching) [@en];
http://ec.europa.eu/esco/skill/22129;SK;Bass tuba playing;Bass tuba playing [@en];
http://ec.europa.eu/esco/skill/17992;SK;Bass voice;Bass voice [@en];
http://ec.europa.eu/esco/skill/23855;SK;Batch mixing;Batch mixing [@en];
http://ec.europa.eu/esco/skill/15309;SK;Battery charging;Battery charging [@en];
http://ec.europa.eu/esco/skill/17947;SK;B-check (flight maintenance);B-check (flight maintenance) [@en];
http://ec.europa.eu/esco/skill/22908;SK;Beach holiday travel (guide experience);Beach holiday travel (guide experience) [@en];
http://ec.europa.eu/esco/skill/21554;SK;Beard shaving and trimming;Beard shaving and trimming [@en];
http://ec.europa.eu/esco/skill/14676;SK;Beatnik Audio Engine (MiniBae);Beatnik Audio Engine (MiniBae) [@en];
http://ec.europa.eu/esco/skill/368714;SK;Be curious;Be curious [@en];
http://ec.europa.eu/esco/skill/19503;SK;Bedrock geology;Bedrock geology [@en];
http://ec.europa.eu/esco/skill/14921;SK;Beef cutting-up;Beef cutting-up [@en];
http://ec.europa.eu/esco/skill/20757;SK;Beekeeping;Beekeeping [@en];
http://ec.europa.eu/esco/skill/19566;SK;Behavioural science;Behavioural science [@en];
http://ec.europa.eu/esco/skill/19650;SK;Behavioural therapy;Behavioural therapy [@en];
http://ec.europa.eu/esco/skill/23755;SK;Bellfounding;Bellfounding [@en];
http://ec.europa.eu/esco/skill/17636;SK;Bench drilling;Bench drilling [@en];
http://ec.europa.eu/esco/skill/22468;SK;Benchmarking;Benchmarking [@en];
http://ec.europa.eu/esco/skill/17650;SK;Bench work;Bench work [@en];
http://ec.europa.eu/esco/skill/19402;SK;Bending (CNC);Bending (CNC) [@en];
http://ec.europa.eu/esco/skill/16610;SK;Bending (conventional machine);Bending (conventional machine) [@en];
http://ec.europa.eu/esco/skill/17199;SK;Bending tools (manufacturing);Bending tools (manufacturing) [@en];
http://ec.europa.eu/esco/skill/21012;SK;Berry growing;Berry growing [@en];
http://ec.europa.eu/esco/skill/21073;SK;Berry picking;Berry picking [@en];
http://ec.europa.eu/esco/skill/14261;SK;Biathlon (training/coaching);Biathlon (training/coaching) [@en];
http://ec.europa.eu/esco/skill/14714;SK;Bicycles;Bicycles [@en];
http://ec.europa.eu/esco/skill/14726;SK;Bicycles (repairing);Bicycles (repairing) [@en];
http://ec.europa.eu/esco/skill/23610;SK;Bill-posting;Bill-posting [@en];
http://ec.europa.eu/esco/skill/17683;SK;Biochemistry;Biochemistry [@en];
http://ec.europa.eu/esco/skill/21117;SK;Biochemistry (biomedical analysis);Biochemistry (biomedical analysis) [@en];
http://ec.europa.eu/esco/skill/18677;SK;Biochemistry (teaching);Biochemistry (teaching) [@en];
http://ec.europa.eu/esco/skill/16737;SK;Bioengineering;Bioengineering [@en];
http://ec.europa.eu/esco/skill/17534;SK;Biological laboratory work;Biological laboratory work [@en];
http://ec.europa.eu/esco/skill/16719;SK;Biological sciences;Biological sciences [@en];
http://ec.europa.eu/esco/skill/18250;SK;Biology;Biology [@en];
http://ec.europa.eu/esco/skill/22883;SK;Biology (teaching);Biology (teaching) [@en];
http://ec.europa.eu/esco/skill/18535;SK;Biomedical analysis;Biomedical analysis [@en];
http://ec.europa.eu/esco/skill/17528;SK;Biomedicine/molecular biophysics (biological materials);Biomedicine/molecular biophysics (biological materials) [@en];
http://ec.europa.eu/esco/skill/18663;SK;Biomedicine (teaching);Biomedicine (teaching) [@en];
http://ec.europa.eu/esco/skill/16742;SK;Biometrics/biostatistics (living organisms);Biometrics/biostatistics (living organisms) [@en];
http://ec.europa.eu/esco/skill/15048;SK;Biopathy (biological);Biopathy (biological) [@en];
http://ec.europa.eu/esco/skill/19334;SK;Biopharmacy;Biopharmacy [@en];
http://ec.europa.eu/esco/skill/16774;SK;Biotechnology (teaching);Biotechnology (teaching) [@en];
http://ec.europa.eu/esco/skill/16717;SK;Bio-testing;Bio-testing [@en];
http://ec.europa.eu/esco/skill/14292;SK;Birch bark handicrafts;Birch bark handicrafts [@en];
http://ec.europa.eu/esco/skill/15821;SK;Bird taxidermy;Bird taxidermy [@en];
http://ec.europa.eu/esco/skill/22781;SK;Blackjack (croupier);Blackjack (croupier) [@en];
http://ec.europa.eu/esco/skill/22158;SK;Blanking and piercing (sheet metal);Blanking and piercing (sheet metal) [@en];
http://ec.europa.eu/esco/skill/14345;SK;Blasting;Blasting [@en];
http://ec.europa.eu/esco/skill/14358;SK;Blasting (farming and forestry);Blasting (farming and forestry) [@en];
http://ec.europa.eu/esco/skill/15217;SK;Blasting (line work);Blasting (line work) [@en];
http://ec.europa.eu/esco/skill/15206;SK;Blasting (small holes);Blasting (small holes) [@en];
http://ec.europa.eu/esco/skill/14351;SK;Blasting supervision;Blasting supervision [@en];
http://ec.europa.eu/esco/skill/15215;SK;Bleaching technology;Bleaching technology [@en];
http://ec.europa.eu/esco/skill/17779;SK;Bliss communication;Bliss communication [@en];
http://ec.europa.eu/esco/skill/17595;SK;Block casting;Block casting [@en];
http://ec.europa.eu/esco/skill/17603;SK;Bloodgroup serology;Bloodgroup serology [@en];
http://ec.europa.eu/esco/skill/21219;SK;Blow moulding;Blow moulding [@en];
http://ec.europa.eu/esco/skill/23594;SK;Blues (instrumental performance);Blues (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/22741;SK;Blues (vocal performance);Blues (vocal performance) [@en];
http://ec.europa.eu/esco/skill/18173;SK;Bluetooth technology;Bluetooth technology [@en];
http://ec.europa.eu/esco/skill/22979;SK;Boarding school (caretaking);Boarding school (caretaking) [@en];
http://ec.europa.eu/esco/skill/22144;SK;Boat building;Boat building [@en];
http://ec.europa.eu/esco/skill/20109;SK;Boat engines (fitting);Boat engines (fitting) [@en];
http://ec.europa.eu/esco/skill/18276;SK;Boat engines (repairing);Boat engines (repairing) [@en];
http://ec.europa.eu/esco/skill/22974;SK;Boat fittings (manufacture and fitting);Boat fittings (manufacture and fitting) [@en];
http://ec.europa.eu/esco/skill/14670;SK;Boating articles;Boating articles [@en];
http://ec.europa.eu/esco/skill/14768;SK;Boats;Boats [@en];
http://ec.europa.eu/esco/skill/20649;SK;Boat transport driving;Boat transport driving [@en];
http://ec.europa.eu/esco/skill/18046;SK;Bocad-3D;Bocad-3D [@en];
http://ec.europa.eu/esco/skill/22985;SK;Bodyguard services;Bodyguard services [@en];
http://ec.europa.eu/esco/skill/18735;SK;Boiling water reactor technology (nuclear);Boiling water reactor technology (nuclear) [@en];
http://ec.europa.eu/esco/skill/14659;SK;Bonds;Bonds [@en];
http://ec.europa.eu/esco/skill/21307;SK;Bone-anchored hearing aids;Bone-anchored hearing aids [@en];
http://ec.europa.eu/esco/skill/17983;SK;Bookbinding;Bookbinding [@en];
http://ec.europa.eu/esco/skill/15314;SK;Bookbinding technology;Bookbinding technology [@en];
http://ec.europa.eu/esco/skill/14299;SK;Book board making;Book board making [@en];
http://ec.europa.eu/esco/skill/16658;SK;Book-keeping;Book-keeping [@en];
http://ec.europa.eu/esco/skill/17441;SK;Book lending management;Book lending management [@en];
http://ec.europa.eu/esco/skill/16865;SK;Book placing;Book placing [@en];
http://ec.europa.eu/esco/skill/15693;SK;Book preservation;Book preservation [@en];
http://ec.europa.eu/esco/skill/21906;SK;Book publishing responsibility;Book publishing responsibility [@en];
http://ec.europa.eu/esco/skill/21871;SK;Books and authors;Books and authors [@en];
http://ec.europa.eu/esco/skill/21004;SK;Border Gateway Protocol (BGP);Border Gateway Protocol (BGP) [@en];
http://ec.europa.eu/esco/skill/19385;SK;Boring (CNC);Boring (CNC) [@en];
http://ec.europa.eu/esco/skill/21034;SK;Boring (conventional boring machine);Boring (conventional boring machine) [@en];
http://ec.europa.eu/esco/skill/15152;SK;Botany;Botany [@en];
http://ec.europa.eu/esco/skill/21499;SK;Bottle rinsing;Bottle rinsing [@en];
http://ec.europa.eu/esco/skill/17251;SK;Bouzouki (teaching);Bouzouki (teaching) [@en];
http://ec.europa.eu/esco/skill/15188;SK;Bouzouki playing;Bouzouki playing [@en];
